"author_name","author_url","language","original_language","profile_photo_url","rating","relative_time_description","text","time","translated","restaurant"
"Tony N","https://www.google.com/maps/contrib/109830149907749883503/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjVboCxo5DEEBKB0Gd8u5ETK_mAzwRZPPhGFjZKq8sbstvPso-tK=s128-c0x00000000-cc-rp-mo-ba5",4.2,"a month ago","Solid diner. A little far from the subway unless you're a local or have a car. The entrance to the parking lot is a little funky unless you enter from 2 directions (north and west).

I took a gamble and tried their brisket sandwich. It was about the same price as the burger I was going to order so why not? When it arrived I was skeptical. It was kinda grey and uniform in color. Visually it didn't look as appealing as a smoked brisket with darker singed edges from a BBQ joint. But more often then not smoked briskets come out dry and overcooked. One bite of this and I am hooked. This was perfectly moist and tender and a little fatty the way meat should be. The meat could be pulled apart but not rubbery.

My friend said the western omelets and the Irish breakfast. They cleaned their plates. Would recommend 100%",1741540908,FALSE,"BEL-AIRE DINER"
"Trishana Jairam","https://www.google.com/maps/contrib/103932348204409880844/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjXTsZMEQz1ng0XPLz0epbwUWeDAqyvNACalAj1VQnqfOdXSFRh6Pw=s128-c0x00000000-cc-rp-mo-ba3",4.2,"3 months ago","If you're looking for a true classic diner experience with a modern twist, Bel Aire Diner in Queens is the spot! From the moment we walked in, we were hit with the warm, welcoming vibe that makes you feel right at home. The retro booths, bright signage, and cozy aesthetic give that perfect throwback feel like stepping into a movie scene.

The food? Absolutely fantastic. We tried a little bit of everything: disco fries, mozzarella sticks, chicken tenders with their signature sauce, and the Chupacabra Burger, which was a flavor bomb in the best way possible. Their Candy Shop Belgian Waffle was the sweetest ending to our meal, and the Broadway Smoothie was a hit for my little one!

But what really made this visit special was the staff. Our server, Adrian, deserves a huge shout-out! He was attentive, friendly, and made sure we had everything we needed. It's rare to find service that feels this personal and genuine.

Bonus points: Kids eat FREE! A huge perk for families!

Whether you're stopping by for a quick bite or a full meal, Bel Aire Diner is an absolute must in Queens. Amazing food, top-notch service, and a vibe that keeps you coming back. Can't wait to visit again!",1736610412,FALSE,"BEL-AIRE DINER"
"Nicole Bonagura","https://www.google.com/maps/contrib/113835043291779387910/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjVL5_sBgaUF7IYfzcRHHOu3JJ_kic7ZLr4AIDr8pZ87-sJV_Wvi=s128-c0x00000000-cc-rp-mo-ba4",4.2,"3 months ago","Love love love !! I haven’t been in a diner in 17 years and I couldn’t have been happier with this experience all over again. The atmosphere was great with the seating booths and the staff was professional and very friendly. Of course I order my very favourite silver dollar pancakes that were very delicious. I’m so happy we had a chance to visit this restaurant on our trip.",1737138519,FALSE,"BEL-AIRE DINER"
"ReedH","https://www.google.com/maps/contrib/115878967810096426328/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWsidbgJWXrG5VbkkR8giN5WtaJ-KEAgFCQbP-pDkL34CoX9I7F=s128-c0x00000000-cc-rp-mo-ba6",4.2,"a month ago","I love a classic NYC diner with retro vibes and Bel Aire certainly has that. It’s a bit of a hike from the subway but worth it for a great weekend brunch. The menu is huge and there’s something on it for everyone but I tend to stick mostly to breakfast classics at diners like this and their corned beef hash served with three eggs and topped with melted cheese hit the spot. Great service, great food and great atmosphere - I’ll be back",1742140702,FALSE,"BEL-AIRE DINER"
"Bruna Amaral","https://www.google.com/maps/contrib/101501497378454899318/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjXHrCNvb75DlMvXqprshb-LmsigLHs006aCjiaksZbzOxOGbeIlDA=s128-c0x00000000-cc-rp-mo",4.2,"3 weeks ago","I’ve been going to the diner since I was a kid and the food and service has always been outstanding. I used them for catering for my birthday party last night and the food was spectacular and they were on time. I had people telling me all night how great the food was. Will definitely use them for my events in the future and 💯 endorse their catering services as well. Bel Aire team - thank you for helping make my event a success!",1743387607,FALSE,"BEL-AIRE DINER"
"Fabulous Maybelin","https://www.google.com/maps/contrib/114514960436716863208/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWin-PBqXAzUT9_GxDuNsUsiEnGlaeAYWhxrWCQjpsARzD-1YUv=s128-c0x00000000-cc-rp-mo-ba3",4,"a month ago","Burn pizza hard and won't be eating there again. $14 for 3 plain & 2liter coke",1742057169,FALSE,"LULU'S PIZZA"
"Robert Long","https://www.google.com/maps/contrib/100163059592024215667/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWJ9J-iccQpVZX4Z78kWY66JyOoyOJXB2xZRcNNZYU9lxqkHjt1RQ=s128-c0x00000000-cc-rp-mo-ba5",4,"a year ago","We wanted an authentic pepperoni pie, and looked at a few different places before deciding on Lulu's. There were two people working, a young man and an older gentleman. Both greeted me enthusiastically. It took almost no time to get the pizza boxed up and ready to go, and they were very attentive to my needs, chatting in a friendly fashion and giving me a kit with plates and spices since I was getting it to go. The pizza was delicious! Crispy crust, excellent sauce, cooked to perfection. Lulu's was fantastic, highly recommend.",1690458375,FALSE,"LULU'S PIZZA"
"Leslie Baker","https://www.google.com/maps/contrib/107113769513670946051/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocJ99O0QNKdeoslRzFZw1ReBGJgcUFMzHpboA6bVFNmiyi29pg=s128-c0x00000000-cc-rp-mo-ba5",4,"a month ago","Slices are always tasty, saucy if you order during the day. Had one late evening, a pizza slice so thin, ok, but not great. You're still hungry after one slice. Two expensive.",1742977512,FALSE,"LULU'S PIZZA"
"Dakota","https://www.google.com/maps/contrib/113803146402876742471/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjUt8YOn1Ow4OUIDfMpJA2qch1lZ8dPMNHSrwr8rmS30OXRIwWAJ=s128-c0x00000000-cc-rp-mo-ba4",4,"2 years ago","Small Place Big on Food And Service
They are known for repeat customers
Serving really delicious pizza and great customer service is what Lulu’s Pizza is all about. You even get a free can of soda or a free bottle of water when you order two slices of the plain pizza for a total of $5, a sweet deal that can’t be beat!!!
The place is super clean, the service is very efficient, the pizza comes out the oven crispy and super hot EVERY time!!! Even the tables outside are clean.
Although outside seating is limited, the tables for the most part are usually available as this is a busy shopping area (directly opposite Queens Center Mall) and people eat their pizza quickly and are on their way. I VERY HIGHLY recommend this place because the owner and the staff go out of their way to make the experience worthwhile (great food and great service). Although this is a relatively small place, you will keep coming back for more.
The guy Adan, who makes the pizza and then gives it to you with smile, is super friendly and I have ALWAYS seen him constantly working so hard and yet he goes out of his way to be nice.
Additionally they also have desserts, like Tiramisu, Cannoli, cheesecake and the likes, plus heroes, pattie’s, rolls, Italian Ices, French Fries, chicken fingers and mozzarella sticks.
And yes, they also serve coffee.",1660780371,FALSE,"LULU'S PIZZA"
"Russell","https://www.google.com/maps/contrib/104029471131354482478/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocIyxZSozcYnX7th-lXj6Oru6NESc7ib0eyLk9pg58zU-kbKjg=s128-c0x00000000-cc-rp-mo",4,"3 months ago","The best pizza in the neighborhood and just found out it’s Halal! My family and friends will be so happy! Great pizza men and Lou, “old school” Italian, has fantastic customer service!",1736483950,FALSE,"LULU'S PIZZA"
"Mia William","https://www.google.com/maps/contrib/105924848573714982068/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjXQVgetq3AT2ZIfwe8Jw3C-m5gPFHnXwcNZMkWRPMJSxCnWnJG7=s128-c0x00000000-cc-rp-mo-ba3",3.8,"4 months ago","I believe that their service is very quick. You get a pretty big slice of cheese pizza for 3 dollars however I have had pizza this big and this reasonable in terms of price but tasted better than this spot. Though I must say if you’re looking for a quick bitter for your child if they’re hungry you can stop there and buy a slice or two.",1735172324,FALSE,"PERFECTO PIZZA & COFFEE SHOP"
"Nefertiti P. Arthur","https://www.google.com/maps/contrib/108295734058264593929/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjXaD0K5oaAyC4Ipsd8FB7avNbUZ3VP2vYcA7u8hg9aPlccHc8hVmw=s128-c0x00000000-cc-rp-mo-ba4",3.8,"3 months ago","I ordered for the first time via UberEats ..I enjoyed a 20"" pizza pie with thin crust the way I like it. It was tasty and huge slices. Great price, too!",1735703385,FALSE,"PERFECTO PIZZA & COFFEE SHOP"
"Bernard F.","https://www.google.com/maps/contrib/101240372308873599070/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjUABufOxmS8XJ0m1Yxc9XDKQc6ZOsMJs-CkStLVvhpiRw13Zsvf=s128-c0x00000000-cc-rp-mo-ba5",3.8,"3 years ago","Very disappointed I came here. I came here simply on a whim because I saw a sign outside that advertised Philly cheesesteaks. The first thing I did was ask the owner how much for a Philly cheesesteak and he told me $7. I sat down and the waitress wanted me to have something to drink when I never asked for it and did not give me the option of having water. She never even served me water. Although they made my Philly cheesesteak the way I wanted it , with very little onions, the meat was less than stellar.it was chewy. After I finished my meal, the waitress told me that my bill came out to $11. When I ask them how come they told me $7 when I first came in, one of the people that was cooking told me the prices had changed. When I looked on the price list inside the store it’s at $8.99 for a Philly cheesesteak sandwich. Even with taxes, it would not be $11 in the state of New York. He told me that the prices have changed, but he still had the old price up. I feel this is deceptive advertising and I recommend that you stay clear of this place. It’s obvious that the reviews that are positive about this place were generated either by employees or family members.Even the stock images that they have bear no reflection whatsoever on all the food that is being served. If that wasn’t bad enough the place was not clean I even photographed napkins on the floor and no one even bother to clean them up. Because of their actions, it leaves me no choice but to contact the Better Business Bureau, as well as the Board of Health.",1639929546,FALSE,"PERFECTO PIZZA & COFFEE SHOP"
"Evelyn Allen","https://www.google.com/maps/contrib/102318674717723442608/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjV_zxgNmVbkAn93Dc7-eqFonwEDMNqT-JIL_MZcMV6U34AXUA1T=s128-c0x00000000-cc-rp-mo-ba3",3.8,"2 years ago","The pizza was delicious and we loved the chicken quesadilla!",1679685908,FALSE,"PERFECTO PIZZA & COFFEE SHOP"
"Angel Rosario","https://www.google.com/maps/contrib/109107439892813101065/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWcvqeO1LCdmnnIXs4pvj7XkCa2cXDxA5TtoYs6-lt0buk7_fRv=s128-c0x00000000-cc-rp-mo-ba2",3.8,"7 months ago","Family owned and the best place to get food on Jamaica Ave. Food tastes great, prices are fair and service is friendly. Been coming here for eight years and never once had a bad experience.",1725013452,FALSE,"PERFECTO PIZZA & COFFEE SHOP"
"Caroline Kim","https://www.google.com/maps/contrib/107650022434549588429/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocJGfiyKwZsqeaM9-ELy5eIjUk6XOERnZ8asOE-ChgkIs1wweQ=s128-c0x00000000-cc-rp-mo",3.6,"a month ago","Service attentive, clean and quiet (Tuesday lunchtime). Food not so great. It’s old school. Like when restaurants did not make much from scratch and bought premade coleslaw, frozen fries and burger patties and factory meat (pic included of ‘chicken gyro’). Eggs and french toast were better as those were made from scratch. Fine if that’s your speed but not for me.",1741915378,FALSE,"AUSTIN HOUSE"
"Christopher Lee","https://www.google.com/maps/contrib/114410569247141971223/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjVoxXdDMaVVRE4ib-DgiPlGKMxKeEcNJG-F8MfmDq9o9oO5mJqW=s128-c0x00000000-cc-rp-mo-ba3",3.6,"3 months ago","Breakfast with an old friend on a Sunday morning, 8AM. Friendly service and the coffee cup kept full. Only two other diners when we arrived which made seating quick and food arrived long after order was placed. Prices are reasonable. Atmosphere is old school as this diner has been around forever, clean. Food was your basic diner fare. Had a French Toast Deluxe, no complaints here. I've had better but the food was good here, won't wow you but won't be disappointed either. Glad to see this diner is still here as lots of small businesses appear to be gone on Austin Street.",1736695173,FALSE,"AUSTIN HOUSE"
"Allan Lin","https://www.google.com/maps/contrib/110853783013721123888/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjUf7kGw85_wp-37beHs-Qn37yNn53eRiUQJQnZQrsfRvVv4Ujph_w=s128-c0x00000000-cc-rp-mo",3.6,"2 weeks ago","Even after looking through the reviews, I wanted to give this place a chance. It’s located on Austin street and I’ve had good success with most restaurants in the area

The quality of the food is most important and they have seem to forget about it. Food was terrible.

Very disappointing.",1744286652,FALSE,"AUSTIN HOUSE"
"John Arehart","https://www.google.com/maps/contrib/113039225826527313535/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWXaHEpNF-uohUX4xgJJ2yk1jaoPk-qkV-gi0ItKagRN7pIWwRD=s128-c0x00000000-cc-rp-mo-ba5",3.6,"2 years ago","I've read a lot of bad reviews for this place but that was after I stopped in for dinner. The interior of this place is definitely dated and in need of a renovation. Old diners like this are either cool and retro or not so cool and kind of dirty. This one had a dirty vibe. (The bathroom is gross) The salt and pepper shaker on my table looked like it hadn't been cleaned since the 70s.  My server was fine, but she was not the friendliest person. She spoke very little ... just took my order and disappeared for a good half hour. Ironically she was the one that told me the place closes at 7:30 when I walked in at 6:30. I thought — who cares, I have plenty of time. Little did I know my order wasn't going to come out for 30 minutes! It felt like I was sitting there forever. I finished my water and then asked for a drink when she finally came back 30 minutes later. The diner was NOT busy. Maybe 3 other tables had guests. I ordered comfort food — chopped steak with mashed potatoes and corn. It was a large portion and it was good. The mashed potatoes and gravy had an odd color but everything was tasty. It was the vibe of the place that put me off. A man came in at one point with the food that he had picked up earlier, screaming about how it was undercooked. The owner took the food out of the container and handed it back to the cook. I'm not even sure what it was. It was just so off putting, especially NOW after reading so many reviews about that kind of thing. I worried later, about whether I would have a stomach ache ""later"" and I did not. So overall, my food was very good, the service and atmosphere was odd. I wouldn't go back as I would try somewhere else on Austin Street ... and there were tons of places!",1653273209,FALSE,"AUSTIN HOUSE"
"Chrystal Tyler","https://www.google.com/maps/contrib/100662241990079929790/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWxhnInuTDbq-JJZiquvvUsevxAQopl70sSoGjk42O5fksU0jYO=s128-c0x00000000-cc-rp-mo-ba6",3.6,"a year ago","Stop by after an appointment across the street. The diner was very busy on a Saturday morning. Waitress was sweet and accommodating. Decor is very rustic old school diner. Food took a little while to come out but was very good and tasty.

I just don't understand why they charge 3 percent to use a credit card when paying for your meal. There should be no extra charge.",1682788319,FALSE,"AUSTIN HOUSE"
"Jenipher Lyn","https://www.google.com/maps/contrib/105677510413227711747/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjVR-gNv_g37EOru_K0jXZawae8C0LerEDhXlLTTnomOGcK-Rn2x=s128-c0x00000000-cc-rp-mo-ba3",4.5,"a month ago","Really really delicious food! I loved the pesto cream cheese bagel, my husband loved the lox bagel, and my six-year-old ate the entire tropical waffle! The owner is really nice too, as is the rest of the staff!",1742478351,FALSE,"CHAKRA CAFE"
"Hamdi Yazıcı","https://www.google.com/maps/contrib/105211177737958048932/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjUFxWtYHMTSXOrX1IKwyg53PpW3uCuG3JOHFwUeGDulJRAf2Ek=s128-c0x00000000-cc-rp-mo",4.5,"3 months ago","The presentation and taste of this breakfast plate are absolutely delightful. The vibrant freshness of the ingredients reflects the care and thought put into its preparation. The perfectly cooked sunny-side-up eggs are complemented by a colorful salad bursting with flavors—crisp greens, juicy cherry tomatoes, creamy feta cheese, and briny olives. The addition of sliced avocado and deliciously seasoned pastrami adds a luxurious touch, while the toasted whole-grain bread provides a wholesome balance. The small bowl of rich butter and fruity jam in the center is a charming and classic detail that ties everything together beautifully.",1737567731,FALSE,"CHAKRA CAFE"
"Sinan Asa","https://www.google.com/maps/contrib/100713141217345488334/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjVT3q9HxvHTfQbgc5KoInnX8fJYR-0eziLsW9dCaQ8Ru1hG4X6p=s128-c0x00000000-cc-rp-mo",4.5,"a month ago","I recently visited Chakra Cafe, and it was an incredible experience! The ambiance is warm and inviting, with a calming vibe that makes you feel right at home. The staff is friendly and attentive, always ensuring you have everything you need. The menu offers a variety of delicious options, from fresh coffee to mouth-watering desserts. I especially loved their signature lattes and ocean bagel. Everything was beautifully presented and tasted amazing. I highly recommend this spot for anyone looking to relax and enjoy great food. Definitely a 5-star experience!",1742171152,FALSE,"CHAKRA CAFE"
"Barbara Polizzi","https://www.google.com/maps/contrib/118322642262203105073/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocJgT6RyWwDqDBuvDlmjQkRc0sHLYWy3v1Y0E-KRc9CEnJmAPQ=s128-c0x00000000-cc-rp-mo",4.5,"3 months ago","One of the best fruits and nutella waffles I've ever tried (Chakra Waffle). They have a menu with a lot of variety so every time I pass by and I am hungry I get to try different things. Really good food quality",1737510344,FALSE,"CHAKRA CAFE"
"judy","https://www.google.com/maps/contrib/111814586275566110872/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocLS7c_tclIiTL6hYoi0WrjzgM7q9AGAvth0nMJb_KbQSLuo59E=s128-c0x00000000-cc-rp-mo-ba3",4.5,"3 months ago","Great options ranging from sandwiches, bagels, salads, and smoothies! I got the smoked salmon salad and there was a good amount of salmon in the bowl. They also offer gluten free (Udi) bread.",1736462730,FALSE,"CHAKRA CAFE"
"Priscila Pantosin","https://www.google.com/maps/contrib/108851737753100804437/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocIrl8k5VhfRh2U89Iq2XcvB7DnNkQBIaCQ_SUm2MlDcIUuu2Jg=s128-c0x00000000-cc-rp-mo-ba4",4.4,"5 months ago","Been coming here for yearsssss! This is an absolute gem in Woodside. I love their lattes and pastries. Huge shoutout to the staff who are always so friendly and welcoming. Highly recommend their new seasonal drink, Mad Purple made with purple sweet potato cream latte made with their homemade purée.",1731700102,FALSE,"DEAR HAN CAFE"
"Nydia O","https://www.google.com/maps/contrib/116225095371453911846/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWjztSm069dI04ED8nowTyc4rfDxgQr5udvut80rcOGQi3NjIg=s128-c0x00000000-cc-rp-mo-ba3",4.4,"3 months ago","Update:
Fast forward 2025: the Fruit Croffle was a nice surprise. See photo 📸

Old Review:
Cheese Danish and Croissant. Good bread!
Hot and Cold brew Coffees. Great aroma!
Thank you for your courtesy.",1736029347,FALSE,"DEAR HAN CAFE"
"Bailey Johnson","https://www.google.com/maps/contrib/111024911543246267662/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjUq4OsCjaxA6kfUtuDE0AEGV6Aj6UDnViC4YrYfIRAmaDu0WBY=s128-c0x00000000-cc-rp-mo",4.4,"10 months ago","My wife and I decided to try this place for breakfast and we were blown away. The food was amazing. I got the grilled cheese bacon sandwich and it was the best sandwich I have ever had. It was perfect. My wife had the fruit croissant waffle and it was so delicious. We both got mixed berry smoothies and were very impressed. This place is amazing and we are so glad we got the experience it.",1718131244,FALSE,"DEAR HAN CAFE"
"Mauricio Lopez","https://www.google.com/maps/contrib/110251102282182930437/reviews","en","en","https://lh3.googleusercontent.com/a/ACg8ocLSxS8l6Nepv4rr9rVw7nT__mplDJii80-DpX1LhtQZFJrILQ=s128-c0x00000000-cc-rp-mo-ba4",4.4,"a month ago","Good coffee in a nice setting with very friendly staff. Try the macaroons. They're really good.",1742050271,FALSE,"DEAR HAN CAFE"
"J P. (Janette P.)","https://www.google.com/maps/contrib/115259238681123797712/reviews","en","en","https://lh3.googleusercontent.com/a-/ALV-UjWU1X_sqHyG7nNZuK5onnNK-eWEHd1wvKfGZQy3bD4tDXKSLglE=s128-c0x00000000-cc-rp-mo",4.4,"4 months ago","Lovely place; the lady who prepared our drinks LITERALLY did it with love. She is very generous with any extra cream, chocolate or cinnamon for your drink. The place is aesthetically clean and organized so you are sure to enjoy your drink without stress.",1735247824,FALSE,"DEAR HAN CAFE"
